vaalipiiri,id,sukunimi,etunimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.
07 Pirkanmaan vaalipiiri,4240,Moisander,Antti,Muutos 2011,21,M,0
13 Lapin vaalipiiri,6126,Moisanen,Sari,Vasemmistoliitto,35,F,0
07 Pirkanmaan vaalipiiri,4163,Moisio,Eija Helena,Suomen Kommunistinen Puolue,58,F,0
01 Helsingin vaalipiiri,5502,Mononen,Outi,Suomen Kommunistinen Puolue,66,F,0
06 Hämeen vaalipiiri,5723,Monto,Mari,Vihreä liitto,47,F,0
09 Savo-Karjalan vaalipiiri,6200,Montonen,Petri,Itsenäisyyspuolue,45,M,0
01 Helsingin vaalipiiri,5565,Moring,Kirsikka,Vihreä liitto,69,F,0
02 Uudenmaan vaalipiiri,5337,Multala,Sari,Kansallinen Kokoomus,36,F,0
02 Uudenmaan vaalipiiri,4976,Munne,Martti,Muutos 2011,33,M,0
06 Hämeen vaalipiiri,5966,Munnukka,Heidi,Vasemmistoliitto,34,F,0
13 Lapin vaalipiiri,5456,Muotka,Katja,Vihreä liitto,46,F,0
09 Savo-Karjalan vaalipiiri,4319,Musikka,Sinikka,Suomen Keskusta,55,F,0
01 Helsingin vaalipiiri,5401,Mustafa,Binar,Vasemmistoliitto,31,M,0
13 Lapin vaalipiiri,4850,Mustajärvi,Markus,Vasemmistoliitto,51,M,1
10 Vaasan vaalipiiri,5414,Mustajärvi,Matti,Suomen Sosialidemokraattinen Puolue,57,M,0
07 Pirkanmaan vaalipiiri,5055,Mustakallio,Jaakko,Vihreä liitto,27,M,0
10 Vaasan vaalipiiri,4440,Mustonen,Heikki,Vasemmistoliitto,52,M,0
09 Savo-Karjalan vaalipiiri,6040,Mustonen,Juha,Suomen Keskusta,57,M,0
09 Savo-Karjalan vaalipiiri,5035,Mustonen,Pekka,Piraattipuolue,33,M,0
12 Oulun vaalipiiri,4616,Mustonen,Tuula,Kansallinen Kokoomus,0,F,0
09 Savo-Karjalan vaalipiiri,5123,Mutanen,Miika,Kansallinen Kokoomus,35,M,0
01 Helsingin vaalipiiri,4996,Muttilainen,Sami,Vasemmistoliitto,34,M,0
10 Vaasan vaalipiiri,5421,Muuraiskangas,Teija,Suomen Kristillisdemokraatit (KD),24,F,0
01 Helsingin vaalipiiri,4258,Muurinen,Seija,Kansallinen Kokoomus,0,F,0
08 Kaakkois-Suomen vaalipiiri,4174,Muurman,Peter,Perussuomalaiset,70,M,0
02 Uudenmaan vaalipiiri,4865,Mykkänen,Kai,Kansallinen Kokoomus,35,M,0
08 Kaakkois-Suomen vaalipiiri,4641,Mykkänen,Risto,Vasemmistoliitto,50,M,0
04 Satakunnan vaalipiiri,4374,Mykrä,Suvi,Kansallinen Kokoomus,36,F,0
08 Kaakkois-Suomen vaalipiiri,6015,Mykrä,Timo,Vasemmistoliitto,0,M,0
09 Savo-Karjalan vaalipiiri,4286,Myller,Riitta,Suomen Sosialidemokraattinen Puolue,58,F,1
04 Satakunnan vaalipiiri,4901,Myllykoski,Jari,Vasemmistoliitto,55,M,1
03 Varsinais-Suomen vaalipiiri,4867,Myllymäki,Pekka,Suomen Keskusta,55,M,0
02 Uudenmaan vaalipiiri,4939,Mångård,Johan George,Suomen Kommunistinen Puolue,60,M,0
01 Helsingin vaalipiiri,5215,Månsson,Björn,Suomen ruotsalainen kansanpuolue,62,M,0
10 Vaasan vaalipiiri,4806,Mäenpää,Juha,Perussuomalaiset,43,M,0
04 Satakunnan vaalipiiri,5952,Mäenranta,Pasi,Perussuomalaiset,51,M,0
07 Pirkanmaan vaalipiiri,5625,Mäensivu,Repe,Suomen Kristillisdemokraatit (KD),27,M,0
02 Uudenmaan vaalipiiri,5808,Mäkelä,Ari,Kansallinen Kokoomus,52,M,0
08 Kaakkois-Suomen vaalipiiri,4159,Mäkelä,Jani,Perussuomalaiset,38,M,0
02 Uudenmaan vaalipiiri,5482,Mäkelä,Outi,Kansallinen Kokoomus,40,F,1
10 Vaasan vaalipiiri,5811,Mäki,Jari,Kansallinen Kokoomus,56,M,0
04 Satakunnan vaalipiiri,4892,Mäki,Pirjo,Suomen Sosialidemokraattinen Puolue,64,F,0
01 Helsingin vaalipiiri,5701,Mäki,Sami,Itsenäisyyspuolue,39,M,0
03 Varsinais-Suomen vaalipiiri,5680,Mäki,Sebastian,Piraattipuolue,32,M,0
03 Varsinais-Suomen vaalipiiri,5831,Mäki-Punto-Ristanen,Tarja,Kansallinen Kokoomus,42,F,0
02 Uudenmaan vaalipiiri,4303,Mäkilaine,Kirsi,Perussuomalaiset,45,F,0
01 Helsingin vaalipiiri,4405,Mäkimattila,Sari,Suomen Kristillisdemokraatit (KD),49,F,0
02 Uudenmaan vaalipiiri,4769,Mäkinen,Emmi,Suomen Sosialidemokraattinen Puolue,38,F,0
03 Varsinais-Suomen vaalipiiri,5633,Mäkinen,Heikki,Suomen Keskusta,53,M,0
10 Vaasan vaalipiiri,5279,Mäkinen,Jani,Vihreä liitto,37,M,0
01 Helsingin vaalipiiri,5872,Mäkinen,Joonas,Piraattipuolue,0,M,0
04 Satakunnan vaalipiiri,5072,Mäkinen,Jukka,Suomen Kristillisdemokraatit (KD),52,M,0
04 Satakunnan vaalipiiri,5758,Mäkinen,Leila,Vasemmistoliitto,66,F,0
12 Oulun vaalipiiri,6194,Mäkinen,Mikko,Suomen ruotsalainen kansanpuolue,0,M,0
11 Keski-Suomen vaalipiiri,5735,Mäkinen,Riitta,Suomen Sosialidemokraattinen Puolue,35,F,0
07 Pirkanmaan vaalipiiri,5434,Mäkinen ,Sauli,Valitsijayhdistys Sauli Mäkinen,66,M,0
02 Uudenmaan vaalipiiri,4229,Mäkinen,Seppo,Suomen Keskusta,62,M,0
02 Uudenmaan vaalipiiri,5905,Mäkinen,Tapani,Kansallinen Kokoomus,0,M,0
07 Pirkanmaan vaalipiiri,4580,Mäkinen-Aakula,Marjo,Suomen Keskusta,50,F,0
07 Pirkanmaan vaalipiiri,4965,Mäkipää,Lea,Perussuomalaiset,67,F,0
10 Vaasan vaalipiiri,5323,Mäkiranta,Jorma,Suomen Sosialidemokraattinen Puolue,0,M,0
09 Savo-Karjalan vaalipiiri,4829,Mäkisalo-Ropponen,Merja,Suomen Sosialidemokraattinen Puolue,56,F,1
10 Vaasan vaalipiiri,5381,mäkynen,jukka,Perussuomalaiset,53,M,0
10 Vaasan vaalipiiri,4527,Mäkynen,Matias,Suomen Sosialidemokraattinen Puolue,24,M,0
13 Lapin vaalipiiri,4777,Mällinen,Maria-Riitta,Suomen Sosialidemokraattinen Puolue,28,F,0
01 Helsingin vaalipiiri,5122,Männikkö,Heikki,Suomen Työväenpuolue STP,68,M,0
12 Oulun vaalipiiri,4696,Männikkö,Jari,Suomen Sosialidemokraattinen Puolue,45,M,0
01 Helsingin vaalipiiri,6219,Männikkö,Tarja,Suomen Työväenpuolue STP,68,F,0
12 Oulun vaalipiiri,5315,Männistö,Asko,Kansallinen Kokoomus,57,M,0
11 Keski-Suomen vaalipiiri,4970,Männistö,Mauri,Suomen Kommunistinen Puolue,65,M,0
06 Hämeen vaalipiiri,4820,Mäntylä,Aleksi,Vihreä liitto,35,M,0
13 Lapin vaalipiiri,4717,Mäntylä,Hanna,Perussuomalaiset,40,F,1
07 Pirkanmaan vaalipiiri,4430,Mäntylä,Jorma,Vasemmistoliitto,61,M,0
13 Lapin vaalipiiri,5779,Mäntyniemi,Merja,Suomen Keskusta,53,F,0
09 Savo-Karjalan vaalipiiri,4871,Määttä,Henry,Suomen Kristillisdemokraatit (KD),35,M,0
02 Uudenmaan vaalipiiri,5587,Mölsä,Jukka ,Suomen Sosialidemokraattinen Puolue,42,M,0
07 Pirkanmaan vaalipiiri,4187,Mölsä,Martti,Perussuomalaiset,62,M,1
06 Hämeen vaalipiiri,5619,Nahkuri,Miia,Suomen Sosialidemokraattinen Puolue,28,F,0
02 Uudenmaan vaalipiiri,5907,Naskali,Nina,Suomen Keskusta,43,F,0
05 Ahvenanmaan maakunnan vaalipiiri,6161,Nauclér,Elisabeth,Åländsk Samling,63,F,1
01 Helsingin vaalipiiri,5711,Nehri,Welat,Suomen Sosialidemokraattinen Puolue,40,M,0
11 Keski-Suomen vaalipiiri,4856,Neittaanmäki,Petri,Suomen Keskusta,39,M,0
07 Pirkanmaan vaalipiiri,4827,Nerve,Mikael,Piraattipuolue,41,M,0
10 Vaasan vaalipiiri,5622,Nestorova,Sandra,Vihreä liitto,32,F,0
03 Varsinais-Suomen vaalipiiri,5397,Nevalainen,Jarmo,Itsenäisyyspuolue,43,M,0
02 Uudenmaan vaalipiiri,4949,Nevalainen,Mari,Vihreä liitto,45,F,0
13 Lapin vaalipiiri,4836,Nevalainen,Matti,Itsenäisyyspuolue,40,M,0
02 Uudenmaan vaalipiiri,5637,Nevanlinna,Anu,Vasemmistoliitto,64,F,0
06 Hämeen vaalipiiri,5087,Niemelä,Asko,Suomen Keskusta,36,M,0
07 Pirkanmaan vaalipiiri,4607,Niemelä,Jari,Suomen Sosialidemokraattinen Puolue,52,M,0
10 Vaasan vaalipiiri,6051,Niemi,Anne,Suomen Keskusta,50,F,0
10 Vaasan vaalipiiri,5702,Niemi,Kauko,Vasemmistoliitto,50,M,0
02 Uudenmaan vaalipiiri,4235,Niemi,Marika,Kansallinen Kokoomus,46,F,0
01 Helsingin vaalipiiri,4486,Niemi,Matti,Suomen Sosialidemokraattinen Puolue,27,M,0
02 Uudenmaan vaalipiiri,5428,Niemi,Sari,Piraattipuolue,27,F,0
07 Pirkanmaan vaalipiiri,4284,Niemi,Veijo,Perussuomalaiset,60,M,0
06 Hämeen vaalipiiri,4234,Nieminen,Janne,Vasemmistoliitto,46,M,0
01 Helsingin vaalipiiri,5862,Nieminen,Jarmo,Kansallinen Kokoomus,55,M,0
06 Hämeen vaalipiiri,5207,Nieminen,Mira,Perussuomalaiset,39,F,0
02 Uudenmaan vaalipiiri,4715,Niikko,Mika,Perussuomalaiset,48,M,1
02 Uudenmaan vaalipiiri,5079,Niinistö,Jussi,Perussuomalaiset,44,M,1
06 Hämeen vaalipiiri,4301,Niinistö,Sari,Kansallinen Kokoomus,45,F,0
03 Varsinais-Suomen vaalipiiri,5525,Niinistö,Ville,Vihreä liitto,38,M,1
09 Savo-Karjalan vaalipiiri,4304,Niiranen,Pekka,Kansallinen Kokoomus,51,M,0
03 Varsinais-Suomen vaalipiiri,5389,nikkanen,saku,Suomen Sosialidemokraattinen Puolue,38,M,0
03 Varsinais-Suomen vaalipiiri,5132,Nikula,Ossi,Kansallinen Kokoomus,32,M,0
01 Helsingin vaalipiiri,4475,Nikulainen,Terho,Suomen Kristillisdemokraatit (KD),63,M,0
01 Helsingin vaalipiiri,5496,Niskanen,Aleksi,Perussuomalaiset,28,M,0
12 Oulun vaalipiiri,6095,Niskanen,Auri,Vasemmistoliitto,0,F,0
03 Varsinais-Suomen vaalipiiri,5191,Niskanen,Kalle,Suomen Kommunistinen Puolue,25,M,0
10 Vaasan vaalipiiri,5160,Nisonen,Ville,Vihreä liitto,38,M,0
12 Oulun vaalipiiri,5057,Nivala,Eija,Suomen Keskusta,48,F,0
12 Oulun vaalipiiri,4768,Nivukoski,Hilkka,Suomen Kristillisdemokraatit (KD),64,F,0
02 Uudenmaan vaalipiiri,4329,Nordström,Paula,Vihreä liitto,51,F,0
04 Satakunnan vaalipiiri,4417,Norman,Aleksi,Vasemmistoliitto,29,M,0
02 Uudenmaan vaalipiiri,4783,Norro,Soili,Suomen Kristillisdemokraatit (KD),46,F,0
04 Satakunnan vaalipiiri,5420,Numelin,Kristiina,Suomen ruotsalainen kansanpuolue,65,F,0
04 Satakunnan vaalipiiri,5425,Numelin,Lars-Eric,Suomen ruotsalainen kansanpuolue,70,M,0
07 Pirkanmaan vaalipiiri,6007,Nummela,Timo,Itsenäisyyspuolue,0,M,0
03 Varsinais-Suomen vaalipiiri,4800,Nummentalo,Juhani,Kansallinen Kokoomus,55,M,0
04 Satakunnan vaalipiiri,4935,Nummikari,Reijo,Suomen Sosialidemokraattinen Puolue,60,M,0
01 Helsingin vaalipiiri,5256,Nurkkala,Risto,Suomen Kristillisdemokraatit (KD),32,M,0
07 Pirkanmaan vaalipiiri,5714,Nurminen,Ilmari,Suomen Sosialidemokraattinen Puolue,24,M,0
07 Pirkanmaan vaalipiiri,4191,Nurmo,Mikko,Perussuomalaiset,37,M,0
02 Uudenmaan vaalipiiri,5066,Nyberg Lindholm,Diana,Suomen ruotsalainen kansanpuolue,56,F,0
06 Hämeen vaalipiiri,4442,Nygrén,Paavo,Suomen Kommunistinen Puolue,37,M,0
02 Uudenmaan vaalipiiri,5850,Nygård,Mauri,Itsenäisyyspuolue,73,M,0
10 Vaasan vaalipiiri,5722,Nygård-Fagerudd,Wivan,Suomen ruotsalainen kansanpuolue,51,F,0
01 Helsingin vaalipiiri,5314,Nyholm,Henrik,Vasemmistoliitto,27,M,0
13 Lapin vaalipiiri,6136,Nykänen,Jari,Kansallinen Kokoomus,0,M,0
08 Kaakkois-Suomen vaalipiiri,5103,Nykänen,Marika,Kansallinen Kokoomus,34,F,0
02 Uudenmaan vaalipiiri,5809,Nylander ,Mikaela ,Suomen ruotsalainen kansanpuolue,45,F,1
10 Vaasan vaalipiiri,5559,Nylund,Mats,Suomen ruotsalainen kansanpuolue,50,M,1
09 Savo-Karjalan vaalipiiri,4353,Nyman,Ako,Suomen Kommunistinen Puolue,25,M,0
02 Uudenmaan vaalipiiri,4748,Nyman,Daniel,Vasemmistoliitto,27,M,0
13 Lapin vaalipiiri,5325,Nyman,Pekka,Vihreä liitto,49,M,0
08 Kaakkois-Suomen vaalipiiri,6026,Nyman,Sonja,Kommunistinen Työväenpuolue - Rauhan ja Sosialismin puolesta,0,F,0
12 Oulun vaalipiiri,5684,Nyman,Tanja,Suomen ruotsalainen kansanpuolue,49,F,0
10 Vaasan vaalipiiri,5853,Nyysti,Tapio,Suomen Keskusta,53,M,0
02 Uudenmaan vaalipiiri,5919,Näkkäläjärvi,Klemetti,Suomen ruotsalainen kansanpuolue,54,M,0
13 Lapin vaalipiiri,4342,Näkkäläjärvi,Mikkel,Suomen Sosialidemokraattinen Puolue,24,M,0
07 Pirkanmaan vaalipiiri,5818,Närvänen,Paavo ,Valitsijayhdistys Paavo Närvänen,73,M,0
02 Uudenmaan vaalipiiri,5154,Oehlandt,Eeva,Suomen Keskusta,53,F,0
01 Helsingin vaalipiiri,4912,Ohisalo,Maria,Vihreä liitto,30,F,0
13 Lapin vaalipiiri,6123,Oinas,Niina,Suomen Sosialidemokraattinen Puolue,0,F,0
01 Helsingin vaalipiiri,4846,Oinonen,Juha,Piraattipuolue,44,M,0
11 Keski-Suomen vaalipiiri,6080,Oinonen,Lauri,Suomen Keskusta,67,M,0
09 Savo-Karjalan vaalipiiri,4492,Oinonen,Pentti,Perussuomalaiset,62,M,1
13 Lapin vaalipiiri,5206,Ojala,Arto,Kansallinen Kokoomus,70,M,0
10 Vaasan vaalipiiri,5796,Ojala,Ville,Kansallinen Kokoomus,25,M,0
13 Lapin vaalipiiri,5385,Ojala-Niemelä,Johanna,Suomen Sosialidemokraattinen Puolue,40,F,1
12 Oulun vaalipiiri,5751,Ojalehto,Matias,Suomen Keskusta,31,M,0
06 Hämeen vaalipiiri,4707,Ojansuu-Kaunisto,Kirsi,Vihreä liitto,51,F,0
13 Lapin vaalipiiri,5163,Oksala,Aki,Piraattipuolue,37,M,0
07 Pirkanmaan vaalipiiri,6009,Oksanen,Juha,Piraattipuolue,0,M,0
07 Pirkanmaan vaalipiiri,5171,Oksanen ,Lasse,Valitsijayhdistys Lasse Oksanen,72,M,0
02 Uudenmaan vaalipiiri,5918,Oksanen,Maria,Itsenäisyyspuolue,0,F,0
09 Savo-Karjalan vaalipiiri,6036,Oksman,Merja,Kansallinen Kokoomus,0,F,0
02 Uudenmaan vaalipiiri,4332,Olin,Tessa,Suomen Sosialidemokraattinen Puolue,33,F,0
01 Helsingin vaalipiiri,5865,Olkinuora,Hilkka,Suomen ruotsalainen kansanpuolue,0,F,0
09 Savo-Karjalan vaalipiiri,4953,Olkkonen,Anna,Suomen Keskusta,55,F,0
10 Vaasan vaalipiiri,5495,Ollikainen,Mikko,Suomen ruotsalainen kansanpuolue,37,M,0
08 Kaakkois-Suomen vaalipiiri,4288,Ollikainen,Mikko,Vasemmistoliitto,30,M,0
07 Pirkanmaan vaalipiiri,5585,Ollila,Mika,Kansallinen Kokoomus,53,M,0
13 Lapin vaalipiiri,4522,Olsen,Janne,Suomen Sosialidemokraattinen Puolue,30,M,0
08 Kaakkois-Suomen vaalipiiri,6173,Olsson,Birgitta ,Suomen ruotsalainen kansanpuolue,64,F,0
02 Uudenmaan vaalipiiri,5650,Omenainen,Tarja,Vihreä liitto,50,F,0
09 Savo-Karjalan vaalipiiri,4260,Orava,Joni,Vasemmistoliitto,37,M,0
02 Uudenmaan vaalipiiri,5628,Orlando,Carita,Kansallinen Kokoomus,44,F,0
02 Uudenmaan vaalipiiri,5793,Orpana,Anitta,Kansallinen Kokoomus,61,F,0
03 Varsinais-Suomen vaalipiiri,4373,Orpo,Petteri ,Kansallinen Kokoomus,45,M,1
01 Helsingin vaalipiiri,4335,Oskala,Hannu,Vihreä liitto,36,M,0
04 Satakunnan vaalipiiri,5618,Ostamo,Marianne,Perussuomalaiset,30,F,0
02 Uudenmaan vaalipiiri,5593,Ounila,Marjut,Suomen Kristillisdemokraatit (KD),50,F,0
07 Pirkanmaan vaalipiiri,5521,Ovaska,Jouni,Suomen Keskusta,28,M,0
13 Lapin vaalipiiri,5516,Paakki,Jukka,Itsenäisyyspuolue,43,M,0
02 Uudenmaan vaalipiiri,5671,Paalijärvi,Janne,Piraattipuolue,33,M,0
11 Keski-Suomen vaalipiiri,6070,Paananen,Eero,Perussuomalaiset,33,M,0
12 Oulun vaalipiiri,4923,Paananen,Minna,Itsenäisyyspuolue,47,F,0
09 Savo-Karjalan vaalipiiri,5613,Paananen,Pasi,Perussuomalaiset,49,M,0
12 Oulun vaalipiiri,4862,Paasimaa,Veli,Vasemmistoliitto,47,M,0
12 Oulun vaalipiiri,5077,Paaso,Aila,Vihreä liitto,61,F,0
08 Kaakkois-Suomen vaalipiiri,4312,Paatero,Sirpa,Suomen Sosialidemokraattinen Puolue,50,F,1
01 Helsingin vaalipiiri,5868,Paavolainen,Sara,Suomen Sosialidemokraattinen Puolue,55,F,0
07 Pirkanmaan vaalipiiri,4360,Packalén,Petra,Suomen Kommunistinen Puolue,31,F,0
01 Helsingin vaalipiiri,4557,Packalén,Tom,Perussuomalaiset,45,M,1
09 Savo-Karjalan vaalipiiri,4551,Pahajoki,Juho,Suomen Keskusta,32,M,0
02 Uudenmaan vaalipiiri,4725,Pahlman,Irma,Suomen Sosialidemokraattinen Puolue,57,F,0
11 Keski-Suomen vaalipiiri,6078,Pakka,Marjo,Kansallinen Kokoomus,35,F,0
08 Kaakkois-Suomen vaalipiiri,5685,Pakkanen,Antti,Suomen Keskusta,25,M,0
01 Helsingin vaalipiiri,5194,Pakkanen,Leena,Suomen Keskusta,0,F,0
08 Kaakkois-Suomen vaalipiiri,6024,Pakkanen,Markku,Suomen Keskusta,55,M,0
04 Satakunnan vaalipiiri,5951,Pallari,Maarit,Vihreä liitto,51,F,0
08 Kaakkois-Suomen vaalipiiri,5594,Palm,Sari,Suomen Kristillisdemokraatit (KD),48,F,1
04 Satakunnan vaalipiiri,4573,Palmroos,Juho,Piraattipuolue,24,M,0
02 Uudenmaan vaalipiiri,5892,Paloheimo,Ari Henrik,Suomen Kristillisdemokraatit (KD),64,M,0
11 Keski-Suomen vaalipiiri,5265,Palola,Mikael,Kansallinen Kokoomus,39,M,1
11 Keski-Suomen vaalipiiri,4969,Paloniemi,Aila,Suomen Keskusta,59,F,1
10 Vaasan vaalipiiri,5002,Paloranta,Johanna,Suomen Keskusta,36,F,0
07 Pirkanmaan vaalipiiri,4760,Palovuori,Tiina,Perussuomalaiset,20,F,0
07 Pirkanmaan vaalipiiri,6147,Pantsari,Arja,Valitsijayhdistys Arja Pantsari,0,F,0
10 Vaasan vaalipiiri,5814,Panttila,Eliisa,Perussuomalaiset,38,F,0
06 Hämeen vaalipiiri,4308,Papinniemi,Antti,Vasemmistoliitto,32,M,0
02 Uudenmaan vaalipiiri,4509,papunen,seppo,Itsenäisyyspuolue,0,M,0
07 Pirkanmaan vaalipiiri,5997,Parhankangas,Kirsi,Kansallinen Kokoomus,47,F,0
08 Kaakkois-Suomen vaalipiiri,4905,Parjanen,Pirkko,Suomen Kristillisdemokraatit (KD),58,F,0
07 Pirkanmaan vaalipiiri,4376,Parkkila,Seppo,Kansallinen Kokoomus,48,M,0
12 Oulun vaalipiiri,6115,Parkkinen,Eeva-Maria,Suomen Keskusta,54,F,0
02 Uudenmaan vaalipiiri,5915,parkkinen,Tiina,Köyhien Asialla,62,F,0
02 Uudenmaan vaalipiiri,4680,Parkkinen,Tuure,Piraattipuolue,29,M,0
02 Uudenmaan vaalipiiri,5494,Parkkonen,Sami,Itsenäisyyspuolue,50,M,0
01 Helsingin vaalipiiri,5805,Parpala,Matti,Kansallinen Kokoomus,28,M,0
10 Vaasan vaalipiiri,4452,Partanen,Petri,Suomen Sosialidemokraattinen Puolue,37,M,0
07 Pirkanmaan vaalipiiri,5007,Parviainen,Olli-Poika,Vihreä liitto,34,M,0
12 Oulun vaalipiiri,5177,Parviainen,Ulla,Suomen Keskusta,52,F,0
08 Kaakkois-Suomen vaalipiiri,6018,Pasanen,Ari-Pekka,Muutos 2011,0,M,0
01 Helsingin vaalipiiri,5848,Patomäki,Heikki,Vasemmistoliitto,52,M,0
02 Uudenmaan vaalipiiri,5694,Patshijew,Ann-Mari,Kansallinen Kokoomus,43,F,0
06 Hämeen vaalipiiri,6213,Paulamäki,Risto,Suomen Sosialidemokraattinen Puolue,60,M,0
09 Savo-Karjalan vaalipiiri,4837,Paulo-Tuovinen,Anne,Vihreä liitto,54,F,0
08 Kaakkois-Suomen vaalipiiri,4942,Paunonen,Reijo,Perussuomalaiset,59,M,0
02 Uudenmaan vaalipiiri,5819,Pehkonen,Jukka,Itsenäisyyspuolue,0,M,0
09 Savo-Karjalan vaalipiiri,5546,Pekkala,Janne,Vihreä liitto,29,M,0
12 Oulun vaalipiiri,5846,Pekkarinen,Lauri,Piraattipuolue,30,M,0
11 Keski-Suomen vaalipiiri,5621,Pekkarinen,Mauri,Suomen Keskusta,67,M,1
06 Hämeen vaalipiiri,5980,Pekonen,Aino-Kaisa ,Vasemmistoliitto,36,F,1
02 Uudenmaan vaalipiiri,5058,Pekonen,Sara,Vasemmistoliitto,34,F,0
01 Helsingin vaalipiiri,4210,Pelkonen,Jaana,Kansallinen Kokoomus,38,F,1
01 Helsingin vaalipiiri,5869,Peltokorpi,Terhi,Suomen Keskusta,39,F,1
08 Kaakkois-Suomen vaalipiiri,5261,Peltola,Anniina,Suomen Keskusta,30,F,0
08 Kaakkois-Suomen vaalipiiri,4811,Peltola,Timo,Piraattipuolue,25,M,0
01 Helsingin vaalipiiri,5253,Peltomaa,Juho Jufo,Suomen ruotsalainen kansanpuolue,43,M,0
11 Keski-Suomen vaalipiiri,5665,Peltonen,Kaisa,Vihreä liitto,30,F,0
11 Keski-Suomen vaalipiiri,4423,Peltonen,Tuula,Suomen Sosialidemokraattinen Puolue,52,F,1
10 Vaasan vaalipiiri,5674,Peltoniemi,Jouni,Itsenäisyyspuolue,32,M,0
01 Helsingin vaalipiiri,5503,Pennanen,Petrus,Piraattipuolue,42,M,0
01 Helsingin vaalipiiri,5452,Pennanen-Aitta,Paula,Suomen Kristillisdemokraatit (KD),69,F,0
01 Helsingin vaalipiiri,4338,Penttilä,Markku,Muutos 2011,70,M,0
12 Oulun vaalipiiri,6108,Penttinen,Outi,Kansallinen Kokoomus,39,F,0
10 Vaasan vaalipiiri,6064,Perkkalainen,Antti,Vasemmistoliitto,0,M,0
01 Helsingin vaalipiiri,4150,Perälä,Erkki,Vihreä liitto,32,M,0
10 Vaasan vaalipiiri,4298,Perälä,Tapio,Piraattipuolue,32,M,0
05 Ahvenanmaan maakunnan vaalipiiri,5283,Perämaa,Mats ,Ahvenanmaan liberaalit,50,M,0
10 Vaasan vaalipiiri,5298,Pesonen,Antti,Itsenäisyyspuolue,0,M,0
07 Pirkanmaan vaalipiiri,5994,Petäkoski-Hult,Tuula,Suomen Sosialidemokraattinen Puolue,0,F,0
09 Savo-Karjalan vaalipiiri,5530,Pietarinen,Mikko,Piraattipuolue,22,M,0
09 Savo-Karjalan vaalipiiri,4924,Pietikäinen,Liisa,Vihreä liitto,38,F,0
01 Helsingin vaalipiiri,4245,Pietikäinen,Petteri,Suomen Kristillisdemokraatit (KD),48,M,0
10 Vaasan vaalipiiri,6045,Pietikäinen,Väinö,Suomen Työväenpuolue STP,0,M,0
06 Hämeen vaalipiiri,5971,Pietilä,Pauli,Suomen Kommunistinen Puolue,0,M,0
04 Satakunnan vaalipiiri,4951,Pietilä,Satu,Suomen Keskusta,33,F,0
01 Helsingin vaalipiiri,5710,Pihlaja,Kirsi,Vasemmistoliitto,34,F,0
11 Keski-Suomen vaalipiiri,6079,Pii-Keinonen,Sirpa,Kansallinen Kokoomus,45,F,0
08 Kaakkois-Suomen vaalipiiri,5400,Piipponen-Pekkola,Seija,Vasemmistoliitto,54,F,0
07 Pirkanmaan vaalipiiri,5686,Piirainen,Heli,Vihreä liitto,40,F,0
12 Oulun vaalipiiri,4798,Piirainen,Raimo,Suomen Sosialidemokraattinen Puolue,62,M,1
13 Lapin vaalipiiri,5030,pikkarainen,juha,Vasemmistoliitto,61,M,0
09 Savo-Karjalan vaalipiiri,6028,Pikkarainen,Rauno,Vasemmistoliitto,49,M,0
12 Oulun vaalipiiri,5476,Pikkuaho,Sami,Kansallinen Kokoomus,47,M,0
03 Varsinais-Suomen vaalipiiri,4594,Pilpola,Juhani,Perussuomalaiset,62,M,0
09 Savo-Karjalan vaalipiiri,5595,Pippola,Jarmo,Suomen Kristillisdemokraatit (KD),55,M,0
07 Pirkanmaan vaalipiiri,4589,Pirttijärvi,Eero,Suomen Sosialidemokraattinen Puolue,59,M,0
10 Vaasan vaalipiiri,5250,Pirttikoski,Seppo ,Suomen Keskusta,0,M,0
07 Pirkanmaan vaalipiiri,6005,Pirttilahti,Arto,Suomen Keskusta,52,M,0
13 Lapin vaalipiiri,5235,Pistokoski,Eeva,Vasemmistoliitto,29,F,0
12 Oulun vaalipiiri,5744,Pitko,Jenni,Vihreä liitto,28,F,0
06 Hämeen vaalipiiri,5102,Pitkä,Tero,Suomen Kommunistinen Puolue,38,M,0
01 Helsingin vaalipiiri,4764,Plommer,Raoul,Piraattipuolue,36,M,0
10 Vaasan vaalipiiri,4453,Pohjanhovi,Heli,Suomen Kommunistinen Puolue,57,F,0
11 Keski-Suomen vaalipiiri,6151,Poikolainen,Tero,Valitsijayhdistys Tero Poikolainen,0,M,0
02 Uudenmaan vaalipiiri,5096,Poikonen,Piritta,Perussuomalaiset,39,F,0
13 Lapin vaalipiiri,5775,Pokka,Esa,Itsenäisyyspuolue,39,M,0
03 Varsinais-Suomen vaalipiiri,4273,Pokki,Pertti,Suomen Sosialidemokraattinen Puolue,0,M,0
03 Varsinais-Suomen vaalipiiri,4574,Porjo,Niko,Vihreä liitto,42,M,0
06 Hämeen vaalipiiri,5334,Portin,Ismo,Suomen Kristillisdemokraatit (KD),53,M,0
02 Uudenmaan vaalipiiri,5830,Portin,Mia,Suomen ruotsalainen kansanpuolue,31,F,0
07 Pirkanmaan vaalipiiri,4175,Porttikivi,Ilkka,Vasemmistoliitto,35,M,0
01 Helsingin vaalipiiri,5883,Porttila,Jari,Suomen Keskusta,0,M,0
